10,34.07266330718994,0.5
20,72.22495436668396,0.35
30,107.74494338035583,0.26666666666666666
40,146.91375350952148,0.25
50,176.17033410072327,0.2
60,254.15587401390076,0.3
70,318.3241651058197,0.34285714285714286
80,363.89541482925415,0.3375
90,403.1132354736328,0.32222222222222224
100,442.7851583957672,0.31
110,485.3747375011444,0.28
120,546.6505196094513,0.31
130,586.1874120235443,0.32
140,638.3731489181519,0.34
150,668.3678965568542,0.34
160,713.9371452331543,0.29
170,750.4493570327759,0.24
180,801.139758348465,0.25
190,830.4233539104462,0.23
200,870.6544024944305,0.23
210,923.2706234455109,0.25
220,957.5423319339752,0.21
230,1014.6211705207825,0.24
240,1073.0963218212128,0.25
250,1113.0112993717194,0.27
260,1164.8179733753204,0.28
270,1214.7171967029572,0.31
280,1244.927992105484,0.27
290,1294.5291481018066,0.31
300,1334.7852022647858,0.31
310,1364.0907933712006,0.27
320,1404.5208871364594,0.28
330,1434.0385262966156,0.23
340,1463.9652571678162,0.18
350,1503.6031730175018,0.18
360,1550.4096999168396,0.17
370,1584.3533341884613,0.14
380,1637.102198600769,0.18
390,1694.0870153903961,0.19
400,1736.6295838356018,0.19
410,1779.703008890152,0.21
420,1832.2998387813568,0.23
430,1866.4895288944244,0.24
440,1919.7665116786957,0.28
450,1975.1189613342285,0.3
460,2011.5181481838226,0.28
470,2050.3648846149445,0.28
480,2129.857764482498,0.33
490,2166.35897397995,0.29
500,2226.3314633369446,0.32
510,2273.1900024414062,0.33
520,2307.9488201141357,0.3
530,2348.636971950531,0.31
540,2385.374234676361,0.28
550,2483.615330696106,0.35
560,2515.077648639679,0.34
570,2553.906381368637,0.35
580,2614.3359730243683,0.32
590,2663.981138944626,0.34
600,2707.7219774723053,0.31
610,2738.2471392154694,0.28
620,2768.659979581833,0.27
630,2799.1218309402466,0.25
640,2833.877648115158,0.25
650,2877.156382083893,0.16
660,2908.242373943329,0.16
670,2938.7532362937927,0.14
680,2976.631756067276,0.09
690,3039.9660007953644,0.12
700,3096.7197649478912,0.15
710,3170.230299472809,0.22
720,3221.3367941379547,0.26
730,3258.5181567668915,0.27
740,3312.901388645172,0.3
750,3386.2129509449005,0.35
760,3417.063889980316,0.35
770,3455.4945335388184,0.37
780,3500.3876309394836,0.38
790,3538.389177799225,0.34
800,3569.7082221508026,0.29
810,3607.8518018722534,0.23
820,3652.0717470645905,0.21
830,3693.348031282425,0.22
840,3741.374832868576,0.21
850,3771.984717607498,0.14
860,3826.5519909858704,0.18
870,3858.2262308597565,0.16
880,3889.5772819519043,0.14
890,3934.2163219451904,0.14
900,3975.9187018871307,0.16
910,4014.2367084026337,0.16
920,4059.6889312267303,0.16
930,4111.9387402534485,0.17
940,4163.679625511169,0.18
950,4243.156501293182,0.26
960,4288.468692779541,0.24
970,4338.286897659302,0.27
980,4370.334477186203,0.27
990,4402.437698364258,0.25
1000,4439.961145162582,0.24
1010,4478.534821033478,0.24
1020,4577.092267036438,0.32
1030,4608.932428359985,0.29
1040,4660.165951490402,0.28
1050,4698.5243582725525,0.21
1060,4754.585975885391,0.23
1070,4786.078058242798,0.2
1080,4830.703095197678,0.22
1090,4894.108355998993,0.27
1100,4947.64239692688,0.3
1110,4982.598258972168,0.3
1120,5019.041455507278,0.21
1130,5082.304684638977,0.26
1140,5125.736453056335,0.25
1150,5162.189652204514,0.25
1160,5219.234482765198,0.25
1170,5262.126129388809,0.27
1180,5311.934332370758,0.28
1190,5386.123018503189,0.29
1200,5438.1207139492035,0.28
1210,5498.840370416641,0.32
1220,5531.373687744141,0.31
1230,5577.094971418381,0.28
1240,5623.116322278976,0.28
1250,5656.669868946075,0.27
1260,5692.903018474579,0.24
1270,5726.195506334305,0.22
1280,5758.852030992508,0.19
1290,5807.352939605713,0.16
1300,5857.708550691605,0.16
1310,5930.3989000320435,0.18
1320,5984.380040884018,0.22
1330,6028.49996471405,0.22
1340,6075.273484945297,0.22
1350,6108.327919006348,0.22
1360,6155.683570146561,0.23
1370,6188.454940795898,0.23
1380,6242.876360177994,0.27
1390,6279.960823059082,0.25
1400,6329.266913175583,0.25
1410,6366.315246343613,0.19
1420,6402.938482999802,0.16
1430,6444.211766004562,0.15
1440,6480.481923818588,0.14
1450,6520.3828983306885,0.15
1460,6558.3684425354,0.14
1470,6623.392066717148,0.19
1480,6692.739664077759,0.21
1490,6733.174758672714,0.21
1500,6789.163351535797,0.22
1510,6822.625877857208,0.21
1520,6856.9716029167175,0.2
1530,6904.166217803955,0.21
1540,6953.595335006714,0.23
1550,7017.429692745209,0.27
1560,7068.81807923317,0.29
1570,7109.998341560364,0.25
1580,7144.327063083649,0.19
1590,7205.75887966156,0.22
1600,7252.475387096405,0.2
1610,7287.980409383774,0.2
1620,7329.583766937256,0.21
1630,7376.055017709732,0.21
1640,7435.587407588959,0.22
1650,7508.4217891693115,0.23
1660,7569.122441768646,0.24
1670,7604.19633102417,0.23
1680,7643.549181699753,0.24
1690,7693.045314073563,0.22
1700,7750.682277679443,0.23
1710,7785.338072299957,0.23
1720,7837.824877500534,0.25
1730,7874.111038923264,0.23
1740,7919.712295293808,0.21
1750,7956.121484518051,0.15
1760,8015.46583199501,0.15
1770,8065.480088472366,0.18
1780,8108.285716295242,0.18
1790,8159.434220314026,0.19
1800,8207.109943628311,0.18
1810,8250.671741485596,0.19
